product_name,category,region_name,supplier_name,reliability,year,month,month_name,quarter,quantity_ordered,total_cost,lead_time_days,actual_delivery_days,delay_days,is_delayed,warehouse_stock
Laptop,Computing,Central,Fastsupply Co,Medium,2022,7,July,3,118,195646.36,22,22,0,0,706
Phone,Mobile,North,Techcorp India,Low,2022,7,July,3,62,11772.56,16,16,0,0,72
Mouse,Accessories,East,Quickship Asia,Medium,2022,7,July,3,233,454494.46,42,42,0,0,934
Printer,Imaging,North,Reliablegoods,Medium,2022,7,July,3,470,404298.7,43,56,13,1,927
Laptop,Computing,North,Reliablegoods,Medium,2022,7,July,3,286,392923.96,26,36,10,1,263
Headphones,Audio,South,Reliablegoods,Medium,2022,7,July,3,286,127944.96,8,8,0,0,457
Tablet,Mobile,South,Reliablegoods,Medium,2022,7,July,3,212,130437.24,23,23,0,0,258
Monitor,Computing,East,Techcorp India,Low,2022,7,July,3,362,270660.16,9,9,0,0,542
Speaker,Audio,East,Techcorp India,Low,2022,7,July,3,155,279207.7,41,45,4,1,154
Speaker,Audio,Central,Quickship Asia,Medium,2022,7,July,3,279,357164.64,7,21,14,1,519
Camera,Imaging,East,Fastsupply Co,Medium,2022,7,July,3,60,75573.6,24,33,9,1,210
Speaker,Audio,North,Globalparts Ltd,Medium,2022,7,July,3,424,480205.44,35,35,0,0,756
Monitor,Computing,South,Techcorp India,Low,2022,7,July,3,308,185067.96,13,13,0,0,739
Phone,Mobile,Central,Globalparts Ltd,Medium,2022,7,July,3,180,272080.8,26,26,0,0,188
Headphones,Audio,Central,Quickship Asia,Medium,2022,7,July,3,37,53197.86,39,39,0,0,703
Keyboard,Accessories,North,Quickship Asia,Medium,2022,7,July,3,330,534527.4,8,8,0,0,419
Tablet,Mobile,West,Quickship Asia,Medium,2022,7,July,3,341,664912.49,12,12,0,0,772
Speaker,Audio,West,Reliablegoods,Medium,2022,7,July,3,227,371290.28,13,13,0,0,855
Laptop,Computing,North,Fastsupply Co,Medium,2022,7,July,3,314,330240.08,22,23,1,1,868
Laptop,Computing,West,Fastsupply Co,Medium,2022,7,July,3,408,224142.96,21,33,12,1,952
Headphones,Audio,East,Quickship Asia,Medium,2022,7,July,3,333,379460.16,30,32,2,1,313
Keyboard,Accessories,Central,Quickship Asia,Medium,2022,7,July,3,93,181244.91,3,15,12,1,137
Mouse,Accessories,South,Techcorp India,Low,2022,7,July,3,95,189952.5,4,4,0,0,404
Laptop,Computing,East,Reliablegoods,Medium,2022,7,July,3,356,464882.6,14,14,0,0,846
Laptop,Computing,West,Reliablegoods,Medium,2022,7,July,3,440,710600.0,8,8,0,0,846
Camera,Imaging,West,Fastsupply Co,Medium,2022,7,July,3,235,60188.2,6,11,5,1,497
Phone,Mobile,East,Reliablegoods,Medium,2022,7,July,3,369,636358.95,22,22,0,0,360
Keyboard,Accessories,South,Fastsupply Co,Medium,2022,7,July,3,17,2989.28,41,41,0,0,989
Tablet,Mobile,Central,Reliablegoods,Medium,2022,7,July,3,36,8669.52,9,9,0,0,932
Keyboard,Accessories,South,Quickship Asia,Medium,2022,7,July,3,226,53207.18,23,23,0,0,505
Laptop,Computing,Central,Globalparts Ltd,Medium,2022,7,July,3,154,149689.54,11,22,11,1,663
Camera,Imaging,North,Quickship Asia,Medium,2022,7,July,3,427,360558.8,40,40,0,0,246
Laptop,Computing,West,Fastsupply Co,Medium,2022,7,July,3,283,221303.17,44,44,0,0,466
Tablet,Mobile,West,Quickship Asia,Medium,2022,7,July,3,210,172960.2,42,51,9,1,712
Camera,Imaging,North,Fastsupply Co,Medium,2022,7,July,3,50,67679.0,38,39,1,1,242
Laptop,Computing,Central,Globalparts Ltd,Medium,2022,7,July,3,208,32980.48,43,49,6,1,915
Camera,Imaging,Central,Globalparts Ltd,Medium,2022,7,July,3,118,63609.08,19,19,0,0,51
Monitor,Computing,North,Quickship Asia,Medium,2022,7,July,3,298,28965.6,10,10,0,0,626
Phone,Mobile,Central,Globalparts Ltd,Medium,2022,7,July,3,60,74476.2,3,3,0,0,9
Printer,Imaging,East,Techcorp India,Low,2022,7,July,3,339,598836.72,41,41,0,0,161
Headphones,Audio,West,Quickship Asia,Medium,2022,7,July,3,242,140570.54,25,25,0,0,235
Monitor,Computing,East,Globalparts Ltd,Medium,2022,7,July,3,489,620443.2,7,7,0,0,656
Headphones,Audio,South,Reliablegoods,Medium,2022,7,July,3,165,92680.5,17,17,0,0,222
Headphones,Audio,South,Globalparts Ltd,Medium,2022,7,July,3,498,667469.4,29,29,0,0,236
Laptop,Computing,South,Fastsupply Co,Medium,2022,7,July,3,29,49561.58,38,38,0,0,942
Printer,Imaging,East,Fastsupply Co,Medium,2022,7,July,3,169,246216.1,32,32,0,0,675
Speaker,Audio,North,Fastsupply Co,Medium,2022,7,July,3,275,19296.75,20,22,2,1,527
Laptop,Computing,West,Globalparts Ltd,Medium,2022,7,July,3,172,245576.44,41,41,0,0,895
Headphones,Audio,West,Quickship Asia,Medium,2022,8,August,3,318,292941.6,11,15,4,1,12
Headphones,Audio,South,Globalparts Ltd,Medium,2022,8,August,3,274,313097.06,16,16,0,0,988
Printer,Imaging,Central,Reliablegoods,Medium,2022,8,August,3,163,130889.0,11,11,0,0,948
Phone,Mobile,East,Quickship Asia,Medium,2022,8,August,3,184,126089.68,42,42,0,0,45
Phone,Mobile,West,Reliablegoods,Medium,2022,8,August,3,25,42319.75,29,29,0,0,710
Printer,Imaging,South,Reliablegoods,Medium,2022,8,August,3,315,474790.05,11,15,4,1,789
Tablet,Mobile,Central,Reliablegoods,Medium,2022,8,August,3,413,107508.03,16,16,0,0,601
Speaker,Audio,Central,Globalparts Ltd,Medium,2022,8,August,3,495,424828.8,39,39,0,0,328
Printer,Imaging,Central,Globalparts Ltd,Medium,2022,8,August,3,478,171014.06,32,32,0,0,860
Laptop,Computing,South,Globalparts Ltd,Medium,2022,8,August,3,20,26452.0,11,13,2,1,668
Headphones,Audio,East,Globalparts Ltd,Medium,2022,8,August,3,113,100106.7,29,29,0,0,58
Laptop,Computing,South,Reliablegoods,Medium,2022,8,August,3,479,490553.48,15,15,0,0,820
Camera,Imaging,West,Globalparts Ltd,Medium,2022,8,August,3,234,218799.36,28,28,0,0,675
Headphones,Audio,West,Quickship Asia,Medium,2022,8,August,3,13,7231.12,9,9,0,0,155
Tablet,Mobile,West,Reliablegoods,Medium,2022,8,August,3,492,747776.04,15,15,0,0,498
Monitor,Computing,East,Globalparts Ltd,Medium,2022,8,August,3,176,185032.32,4,4,0,0,656
Mouse,Accessories,Central,Fastsupply Co,Medium,2022,8,August,3,403,672167.73,20,20,0,0,993
Speaker,Audio,South,Reliablegoods,Medium,2022,8,August,3,284,496707.48,28,28,0,0,450
Printer,Imaging,East,Fastsupply Co,Medium,2022,8,August,3,122,48305.9,28,28,0,0,253
Camera,Imaging,West,Quickship Asia,Medium,2022,8,August,3,363,725793.09,19,33,14,1,359
Keyboard,Accessories,Central,Reliablegoods,Medium,2022,8,August,3,120,80768.4,26,26,0,0,638
Speaker,Audio,North,Quickship Asia,Medium,2022,8,August,3,489,577284.06,28,28,0,0,128
Camera,Imaging,North,Quickship Asia,Medium,2022,8,August,3,322,366110.78,5,6,1,1,947
Printer,Imaging,North,Quickship Asia,Medium,2022,8,August,3,391,667765.44,44,44,0,0,121
Tablet,Mobile,Central,Globalparts Ltd,Medium,2022,8,August,3,271,158998.41,40,40,0,0,118
Keyboard,Accessories,Central,Techcorp India,Low,2022,8,August,3,482,159990.26,29,31,2,1,888
Camera,Imaging,North,Techcorp India,Low,2022,8,August,3,382,338008.88,3,3,0,0,160
Speaker,Audio,Central,Reliablegoods,Medium,2022,8,August,3,339,369082.86,9,14,5,1,149
Headphones,Audio,South,Globalparts Ltd,Medium,2022,8,August,3,408,496617.6,25,25,0,0,216
Monitor,Computing,East,Quickship Asia,Medium,2022,8,August,3,228,400249.44,19,19,0,0,371
Mouse,Accessories,South,Fastsupply Co,Medium,2022,8,August,3,74,30954.2,33,33,0,0,70
Monitor,Computing,South,Techcorp India,Low,2022,8,August,3,116,199803.04,33,33,0,0,254
Printer,Imaging,West,Globalparts Ltd,Medium,2022,8,August,3,205,104818.55,42,42,0,0,289
Camera,Imaging,North,Quickship Asia,Medium,2022,8,August,3,82,4554.28,9,9,0,0,626
Phone,Mobile,Central,Reliablegoods,Medium,2022,8,August,3,473,621819.99,26,26,0,0,672
Keyboard,Accessories,North,Quickship Asia,Medium,2022,8,August,3,248,211067.84,27,36,9,1,479
Headphones,Audio,Central,Fastsupply Co,Medium,2022,8,August,3,32,56004.48,11,17,6,1,991
Keyboard,Accessories,East,Globalparts Ltd,Medium,2022,8,August,3,440,74263.2,18,22,4,1,148
Mouse,Accessories,South,Reliablegoods,Medium,2022,8,August,3,149,239387.87,25,25,0,0,241
Tablet,Mobile,North,Techcorp India,Low,2022,8,August,3,282,33442.38,6,6,0,0,79
Laptop,Computing,South,Reliablegoods,Medium,2022,8,August,3,311,521590.54,18,18,0,0,975
Keyboard,Accessories,North,Reliablegoods,Medium,2022,8,August,3,171,327372.66,18,18,0,0,148
Laptop,Computing,East,Fastsupply Co,Medium,2022,8,August,3,385,250273.1,10,10,0,0,531
Printer,Imaging,West,Reliablegoods,Medium,2022,8,August,3,473,178846.03,31,31,0,0,683
Speaker,Audio,North,Fastsupply Co,Medium,2022,8,August,3,58,65591.62,9,18,9,1,203
Camera,Imaging,North,Quickship Asia,Medium,2022,8,August,3,120,12153.6,40,40,0,0,368
Monitor,Computing,East,Globalparts Ltd,Medium,2022,8,August,3,491,491382.98,31,31,0,0,630
Headphones,Audio,North,Fastsupply Co,Medium,2022,8,August,3,119,230579.16,34,35,1,1,945
Monitor,Computing,Central,Globalparts Ltd,Medium,2022,8,August,3,380,486160.6,40,43,3,1,308
Keyboard,Accessories,South,Fastsupply Co,Medium,2022,8,August,3,492,803613.12,6,6,0,0,177
Printer,Imaging,East,Reliablegoods,Medium,2022,8,August,3,123,185654.97,5,5,0,0,30
Laptop,Computing,West,Globalparts Ltd,Medium,2022,8,August,3,11,9907.48,43,43,0,0,863
Laptop,Computing,East,Fastsupply Co,Medium,2022,8,August,3,246,63773.04,40,40,0,0,247
Mouse,Accessories,West,Reliablegoods,Medium,2022,8,August,3,285,290506.2,28,28,0,0,155
Phone,Mobile,Central,Quickship Asia,Medium,2022,8,August,3,316,124943.24,36,36,0,0,950
Monitor,Computing,Central,Fastsupply Co,Medium,2022,8,August,3,421,790890.6,17,17,0,0,132
Keyboard,Accessories,West,Techcorp India,Low,2022,8,August,3,115,130366.3,4,4,0,0,14
Phone,Mobile,South,Fastsupply Co,Medium,2022,8,August,3,58,67028.86,43,43,0,0,580
Phone,Mobile,South,Reliablegoods,Medium,2022,8,August,3,95,123972.15,11,19,8,1,427
Keyboard,Accessories,North,Globalparts Ltd,Medium,2022,8,August,3,225,177187.5,19,19,0,0,493
Laptop,Computing,South,Fastsupply Co,Medium,2022,8,August,3,496,85465.76,14,14,0,0,716
Laptop,Computing,North,Techcorp India,Low,2022,8,August,3,284,189479.12,3,3,0,0,142
Tablet,Mobile,Central,Quickship Asia,Medium,2022,8,August,3,178,75366.98,44,46,2,1,392
Speaker,Audio,North,Quickship Asia,Medium,2022,8,August,3,28,47075.84,24,24,0,0,685
Keyboard,Accessories,North,Quickship Asia,Medium,2022,8,August,3,319,455563.9,39,46,7,1,751
Keyboard,Accessories,West,Globalparts Ltd,Medium,2022,8,August,3,385,536998.0,4,12,8,1,302
Monitor,Computing,Central,Fastsupply Co,Medium,2022,8,August,3,203,319410.35,25,25,0,0,954
Tablet,Mobile,North,Fastsupply Co,Medium,2022,8,August,3,244,322963.28,28,28,0,0,311
Camera,Imaging,East,Reliablegoods,Medium,2022,8,August,3,173,322337.06,15,15,0,0,52
Monitor,Computing,North,Reliablegoods,Medium,2022,8,August,3,267,394300.26,34,34,0,0,398
Printer,Imaging,West,Fastsupply Co,Medium,2022,8,August,3,491,619916.96,38,38,0,0,847
Monitor,Computing,North,Reliablegoods,Medium,2022,8,August,3,158,40496.98,34,34,0,0,355
Phone,Mobile,South,Quickship Asia,Medium,2022,8,August,3,485,526904.0,28,28,0,0,881
Camera,Imaging,South,Globalparts Ltd,Medium,2022,8,August,3,408,203661.36,25,25,0,0,580
Headphones,Audio,North,Techcorp India,Low,2022,8,August,3,150,113533.5,6,6,0,0,124
Printer,Imaging,East,Fastsupply Co,Medium,2022,8,August,3,161,62881.77,36,36,0,0,425
Speaker,Audio,Central,Reliablegoods,Medium,2022,8,August,3,195,227274.45,34,34,0,0,482
Headphones,Audio,South,Globalparts Ltd,Medium,2022,8,August,3,18,27597.24,30,30,0,0,843
Mouse,Accessories,South,Reliablegoods,Medium,2022,8,August,3,99,57853.62,32,32,0,0,465
Headphones,Audio,North,Quickship Asia,Medium,2022,8,August,3,170,310768.5,26,26,0,0,305
Keyboard,Accessories,West,Globalparts Ltd,Medium,2022,8,August,3,279,76797.54,33,33,0,0,993
Printer,Imaging,South,Reliablegoods,Medium,2022,8,August,3,432,214064.64,16,16,0,0,669
Printer,Imaging,South,Quickship Asia,Medium,2022,8,August,3,162,75566.52,34,47,13,1,576
Mouse,Accessories,West,Globalparts Ltd,Medium,2022,8,August,3,309,352386.69,19,19,0,0,642
Printer,Imaging,Central,Quickship Asia,Medium,2022,8,August,3,470,142668.5,12,12,0,0,563
Phone,Mobile,East,Fastsupply Co,Medium,2022,8,August,3,132,15234.12,11,11,0,0,521
Phone,Mobile,South,Fastsupply Co,Medium,2022,8,August,3,364,440410.88,33,33,0,0,832
Monitor,Computing,West,Reliablegoods,Medium,2022,8,August,3,65,106971.15,5,5,0,0,848
Camera,Imaging,Central,Fastsupply Co,Medium,2022,8,August,3,124,10641.68,12,12,0,0,304
Phone,Mobile,Central,Reliablegoods,Medium,2022,8,August,3,42,82151.16,16,16,0,0,519
Camera,Imaging,East,Reliablegoods,Medium,2022,8,August,3,154,133679.7,23,23,0,0,995
Phone,Mobile,Central,Globalparts Ltd,Medium,2022,8,August,3,336,642119.52,28,28,0,0,395
Camera,Imaging,South,Reliablegoods,Medium,2022,8,August,3,273,311763.27,40,40,0,0,774
Monitor,Computing,Central,Techcorp India,Low,2022,8,August,3,464,88327.04,23,30,7,1,159
Tablet,Mobile,West,Globalparts Ltd,Medium,2022,8,August,3,174,51615.36,3,3,0,0,875
Monitor,Computing,South,Quickship Asia,Medium,2022,8,August,3,393,656247.12,28,28,0,0,94
Phone,Mobile,North,Techcorp India,Low,2022,8,August,3,172,341215.32,41,55,14,1,663
Printer,Imaging,East,Quickship Asia,Medium,2022,8,August,3,86,43542.66,11,20,9,1,987
Camera,Imaging,West,Techcorp India,Low,2022,8,August,3,92,65446.04,43,43,0,0,623
Printer,Imaging,West,Techcorp India,Low,2022,8,August,3,93,94543.8,44,44,0,0,458
Laptop,Computing,South,Techcorp India,Low,2022,8,August,3,31,47354.98,4,4,0,0,506
Keyboard,Accessories,Central,Techcorp India,Low,2022,8,August,3,60,93273.6,16,16,0,0,604
Monitor,Computing,East,Reliablegoods,Medium,2022,9,September,3,207,138307.05,43,43,0,0,234
Headphones,Audio,South,Quickship Asia,Medium,2022,9,September,3,56,101394.16,13,17,4,1,115
Phone,Mobile,Central,Quickship Asia,Medium,2022,9,September,3,259,45400.11,39,43,4,1,121
Camera,Imaging,Central,Fastsupply Co,Medium,2022,9,September,3,348,305585.76,43,43,0,0,683
Printer,Imaging,East,Techcorp India,Low,2022,9,September,3,17,28501.52,27,27,0,0,850
Monitor,Computing,South,Globalparts Ltd,Medium,2022,9,September,3,99,116317.08,21,21,0,0,697
Phone,Mobile,East,Globalparts Ltd,Medium,2022,9,September,3,186,206675.76,27,36,9,1,140
Camera,Imaging,East,Fastsupply Co,Medium,2022,9,September,3,387,381218.22,43,55,12,1,145
Headphones,Audio,West,Quickship Asia,Medium,2022,9,September,3,93,49545.75,18,18,0,0,411
Headphones,Audio,West,Techcorp India,Low,2022,9,September,3,213,319723.65,4,4,0,0,914
Mouse,Accessories,North,Globalparts Ltd,Medium,2022,9,September,3,198,372354.84,4,8,4,1,844
Phone,Mobile,Central,Globalparts Ltd,Medium,2022,9,September,3,218,223325.74,22,22,0,0,371
Headphones,Audio,South,Globalparts Ltd,Medium,2022,9,September,3,143,208742.82,24,27,3,1,848
Camera,Imaging,North,Reliablegoods,Medium,2022,9,September,3,40,63611.2,24,30,6,1,725
Headphones,Audio,Central,Quickship Asia,Medium,2022,9,September,3,219,329472.36,24,24,0,0,608
Mouse,Accessories,East,Techcorp India,Low,2022,9,September,3,420,90115.2,32,32,0,0,624
Monitor,Computing,Central,Techcorp India,Low,2022,9,September,3,84,116030.88,30,37,7,1,445
Mouse,Accessories,West,Fastsupply Co,Medium,2022,9,September,3,429,343873.53,32,32,0,0,525
Printer,Imaging,South,Reliablegoods,Medium,2022,9,September,3,231,18221.28,8,8,0,0,876
Mouse,Accessories,South,Techcorp India,Low,2022,9,September,3,122,98555.26,14,14,0,0,499
Phone,Mobile,South,Fastsupply Co,Medium,2022,9,September,3,264,524277.6,3,8,5,1,222
Keyboard,Accessories,East,Reliablegoods,Medium,2022,9,September,3,395,274714.6,18,27,9,1,175
Keyboard,Accessories,West,Fastsupply Co,Medium,2022,9,September,3,329,355083.12,31,31,0,0,171
Speaker,Audio,East,Globalparts Ltd,Medium,2022,9,September,3,133,71508.78,20,20,0,0,206
Keyboard,Accessories,South,Fastsupply Co,Medium,2022,9,September,3,378,236949.3,11,11,0,0,708
Laptop,Computing,South,Techcorp India,Low,2022,9,September,3,373,55349.47,16,16,0,0,156
Phone,Mobile,West,Techcorp India,Low,2022,9,September,3,55,108059.6,40,42,2,1,823
Tablet,Mobile,South,Reliablegoods,Medium,2022,9,September,3,413,795640.37,19,19,0,0,929
Camera,Imaging,South,Fastsupply Co,Medium,2022,9,September,3,137,199507.62,3,3,0,0,524
Phone,Mobile,North,Fastsupply Co,Medium,2022,9,September,3,102,88221.84,20,20,0,0,81
Laptop,Computing,South,Quickship Asia,Medium,2022,9,September,3,403,383752.72,5,5,0,0,558
Headphones,Audio,North,Globalparts Ltd,Medium,2022,9,September,3,94,104330.6,21,21,0,0,828
Mouse,Accessories,North,Globalparts Ltd,Medium,2022,9,September,3,191,49696.29,24,35,11,1,796
Camera,Imaging,North,Techcorp India,Low,2022,9,September,3,150,15151.5,37,37,0,0,86
Phone,Mobile,West,Techcorp India,Low,2022,9,September,3,132,222971.76,11,11,0,0,553
Camera,Imaging,Central,Globalparts Ltd,Medium,2022,9,September,3,40,49401.2,37,37,0,0,78
Printer,Imaging,Central,Reliablegoods,Medium,2022,9,September,3,374,130312.82,25,25,0,0,910
Printer,Imaging,East,Techcorp India,Low,2022,9,September,3,385,609701.4,34,34,0,0,922
Keyboard,Accessories,South,Fastsupply Co,Medium,2022,9,September,3,169,274019.98,13,13,0,0,192
Headphones,Audio,North,Fastsupply Co,Medium,2022,9,September,3,195,366562.95,15,15,0,0,242
Monitor,Computing,South,Globalparts Ltd,Medium,2022,9,September,3,477,437866.92,9,9,0,0,20
Camera,Imaging,West,Techcorp India,Low,2022,9,September,3,227,413821.0,16,27,11,1,994
Tablet,Mobile,Central,Techcorp India,Low,2022,9,September,3,228,107490.6,23,31,8,1,510
Camera,Imaging,West,Quickship Asia,Medium,2022,9,September,3,384,345561.6,38,38,0,0,851
Mouse,Accessories,Central,Globalparts Ltd,Medium,2022,9,September,3,136,51881.28,44,58,14,1,301
Headphones,Audio,West,Reliablegoods,Medium,2022,9,September,3,425,569351.25,10,10,0,0,897
Laptop,Computing,South,Quickship Asia,Medium,2022,9,September,3,454,313141.96,11,17,6,1,621
Monitor,Computing,South,Reliablegoods,Medium,2022,9,September,3,365,137327.6,22,35,13,1,963
Camera,Imaging,Central,Fastsupply Co,Medium,2022,9,September,3,436,555145.72,18,18,0,0,952
Mouse,Accessories,West,Reliablegoods,Medium,2022,9,September,3,290,575612.3,43,43,0,0,423
Headphones,Audio,Central,Quickship Asia,Medium,2022,9,September,3,234,362887.2,19,19,0,0,359
Tablet,Mobile,West,Quickship Asia,Medium,2022,9,September,3,423,104531.76,40,40,0,0,214
Phone,Mobile,West,Reliablegoods,Medium,2022,9,September,3,486,909689.94,29,29,0,0,253
Keyboard,Accessories,Central,Reliablegoods,Medium,2022,9,September,3,253,371067.51,18,18,0,0,798
Tablet,Mobile,South,Globalparts Ltd,Medium,2022,9,September,3,82,137788.7,3,3,0,0,908
Mouse,Accessories,Central,Fastsupply Co,Medium,2022,9,September,3,92,116612.76,22,22,0,0,270
Phone,Mobile,South,Globalparts Ltd,Medium,2022,9,September,3,290,286319.9,31,43,12,1,33
Monitor,Computing,Central,Quickship Asia,Medium,2022,9,September,3,218,232773.86,18,32,14,1,685
Tablet,Mobile,West,Fastsupply Co,Medium,2022,9,September,3,370,346364.4,43,43,0,0,441
Tablet,Mobile,Central,Techcorp India,Low,2022,9,September,3,410,788835.9,20,24,4,1,892
Printer,Imaging,West,Techcorp India,Low,2022,9,September,3,123,50607.12,28,28,0,0,256
Tablet,Mobile,Central,Quickship Asia,Medium,2022,9,September,3,154,177378.74,26,26,0,0,620
Keyboard,Accessories,South,Globalparts Ltd,Medium,2022,9,September,3,456,609074.64,37,37,0,0,550
Headphones,Audio,Central,Globalparts Ltd,Medium,2022,9,September,3,414,567221.4,23,23,0,0,82
Headphones,Audio,Central,Reliablegoods,Medium,2022,9,September,3,142,151843.44,8,8,0,0,264
Camera,Imaging,West,Globalparts Ltd,Medium,2022,9,September,3,134,219786.8,29,29,0,0,319
Mouse,Accessories,Central,Fastsupply Co,Medium,2022,9,September,3,113,132606.63,6,9,3,1,981
Printer,Imaging,North,Quickship Asia,Medium,2022,9,September,3,119,117561.29,11,11,0,0,930
Tablet,Mobile,South,Reliablegoods,Medium,2022,9,September,3,216,260336.16,37,37,0,0,399
Mouse,Accessories,East,Fastsupply Co,Medium,2022,9,September,3,270,502831.8,31,31,0,0,782
Tablet,Mobile,Central,Reliablegoods,Medium,2022,9,September,3,262,364279.56,11,11,0,0,561
Mouse,Accessories,Central,Quickship Asia,Medium,2022,9,September,3,328,125214.0,5,10,5,1,183
Speaker,Audio,Central,Globalparts Ltd,Medium,2022,9,September,3,83,93762.61,39,46,7,1,438
Speaker,Audio,Central,Techcorp India,Low,2022,9,September,3,63,71995.14,6,6,0,0,618
Headphones,Audio,South,Fastsupply Co,Medium,2022,9,September,3,159,257975.91,5,5,0,0,531
Headphones,Audio,West,Reliablegoods,Medium,2022,9,September,3,464,629903.2,24,30,6,1,480
Mouse,Accessories,East,Quickship Asia,Medium,2022,9,September,3,177,302969.13,44,50,6,1,818
Phone,Mobile,North,Globalparts Ltd,Medium,2022,9,September,3,35,22595.65,20,20,0,0,540
Camera,Imaging,West,Reliablegoods,Medium,2022,9,September,3,316,23131.2,4,4,0,0,694
Mouse,Accessories,North,Globalparts Ltd,Medium,2022,10,October,4,336,208471.2,32,32,0,0,336
Keyboard,Accessories,South,Techcorp India,Low,2022,10,October,4,332,535569.12,44,55,11,1,624
Phone,Mobile,Central,Fastsupply Co,Medium,2022,10,October,4,232,340346.32,38,38,0,0,426
Mouse,Accessories,South,Globalparts Ltd,Medium,2022,10,October,4,453,633004.08,30,30,0,0,796
Tablet,Mobile,East,Fastsupply Co,Medium,2022,10,October,4,220,245502.4,14,17,3,1,994
Camera,Imaging,South,Quickship Asia,Medium,2022,10,October,4,289,366749.67,9,9,0,0,319
Mouse,Accessories,South,Quickship Asia,Medium,2022,10,October,4,351,300368.25,15,15,0,0,848
Phone,Mobile,East,Fastsupply Co,Medium,2022,10,October,4,251,335524.25,28,36,8,1,83
Monitor,Computing,Central,Techcorp India,Low,2022,10,October,4,262,187031.32,8,8,0,0,232
Keyboard,Accessories,Central,Fastsupply Co,Medium,2022,10,October,4,32,16142.08,26,32,6,1,444
Monitor,Computing,West,Quickship Asia,Medium,2022,10,October,4,320,199225.6,12,12,0,0,320
Phone,Mobile,South,Techcorp India,Low,2022,10,October,4,108,160037.64,5,5,0,0,365
Keyboard,Accessories,Central,Fastsupply Co,Medium,2022,10,October,4,340,577704.2,27,27,0,0,318
Headphones,Audio,South,Globalparts Ltd,Medium,2022,10,October,4,102,10639.62,11,11,0,0,536
Camera,Imaging,North,Fastsupply Co,Medium,2022,10,October,4,336,541393.44,15,21,6,1,381
Tablet,Mobile,West,Fastsupply Co,Medium,2022,10,October,4,48,25764.96,20,20,0,0,946
Monitor,Computing,North,Techcorp India,Low,2022,10,October,4,213,83768.64,30,30,0,0,223
Laptop,Computing,Central,Reliablegoods,Medium,2022,10,October,4,459,889932.15,23,37,14,1,250
Keyboard,Accessories,Central,Techcorp India,Low,2022,10,October,4,268,186490.48,30,30,0,0,46
Tablet,Mobile,South,Quickship Asia,Medium,2022,10,October,4,391,275220.99,38,38,0,0,245
Tablet,Mobile,West,Globalparts Ltd,Medium,2022,10,October,4,425,835405.5,13,13,0,0,404
Camera,Imaging,East,Reliablegoods,Medium,2022,10,October,4,448,416747.52,3,3,0,0,752
Mouse,Accessories,West,Quickship Asia,Medium,2022,10,October,4,378,612065.16,9,9,0,0,104
Speaker,Audio,North,Fastsupply Co,Medium,2022,10,October,4,280,413246.4,16,16,0,0,667
Phone,Mobile,Central,Fastsupply Co,Medium,2022,10,October,4,145,22831.7,5,5,0,0,16
Tablet,Mobile,East,Quickship Asia,Medium,2022,10,October,4,308,575482.6,16,16,0,0,556
Printer,Imaging,South,Globalparts Ltd,Medium,2022,10,October,4,496,721283.2,33,33,0,0,458
Laptop,Computing,North,Reliablegoods,Medium,2022,10,October,4,243,203757.93,15,15,0,0,297
Printer,Imaging,South,Fastsupply Co,Medium,2022,10,October,4,49,10184.65,25,25,0,0,219
Camera,Imaging,North,Reliablegoods,Medium,2022,10,October,4,389,101591.24,29,29,0,0,135
Tablet,Mobile,East,Quickship Asia,Medium,2022,10,October,4,127,20057.11,30,41,11,1,177
Monitor,Computing,West,Quickship Asia,Medium,2022,10,October,4,37,17371.13,40,44,4,1,848
Keyboard,Accessories,South,Quickship Asia,Medium,2022,10,October,4,339,668057.13,21,21,0,0,316
Speaker,Audio,East,Reliablegoods,Medium,2022,10,October,4,469,456191.61,31,31,0,0,804
Speaker,Audio,Central,Fastsupply Co,Medium,2022,10,October,4,226,400912.7,31,31,0,0,377
Camera,Imaging,South,Reliablegoods,Medium,2022,10,October,4,156,280506.72,4,18,14,1,765
Mouse,Accessories,South,Reliablegoods,Medium,2022,10,October,4,336,661674.72,42,46,4,1,50
Keyboard,Accessories,North,Techcorp India,Low,2022,10,October,4,137,81841.06,3,11,8,1,796
Printer,Imaging,North,Reliablegoods,Medium,2022,10,October,4,385,88519.2,20,27,7,1,275
Speaker,Audio,Central,Reliablegoods,Medium,2022,10,October,4,165,166897.5,25,25,0,0,595
Keyboard,Accessories,North,Quickship Asia,Medium,2022,10,October,4,113,196798.54,44,44,0,0,9
Monitor,Computing,South,Globalparts Ltd,Medium,2022,10,October,4,260,125086.0,21,21,0,0,319
Monitor,Computing,North,Globalparts Ltd,Medium,2022,10,October,4,57,40762.41,37,37,0,0,30
Mouse,Accessories,East,Techcorp India,Low,2022,10,October,4,267,354255.6,39,49,10,1,781
Laptop,Computing,East,Techcorp India,Low,2022,10,October,4,380,237382.2,21,29,8,1,677
Keyboard,Accessories,East,Reliablegoods,Medium,2022,10,October,4,164,126411.2,25,25,0,0,79
Monitor,Computing,East,Quickship Asia,Medium,2022,10,October,4,451,779097.99,29,29,0,0,910
Camera,Imaging,West,Globalparts Ltd,Medium,2022,10,October,4,324,463219.56,39,47,8,1,12
Phone,Mobile,North,Reliablegoods,Medium,2022,10,October,4,414,434054.16,40,40,0,0,663
