order_id,date_id,product_id,supplier_id,region_id,quantity_ordered,unit_cost,total_cost,lead_time_days,actual_delivery_days,delay_days,is_delayed,warehouse_stock
ORD-01831,20220908,2,3,1,219,1504.44,329472.36,24,24,0,0,608
ORD-00721,20220908,6,5,2,420,214.56,90115.2,32,32,0,0,624
ORD-01471,20220908,5,5,1,84,1381.32,116030.88,30,37,7,1,445
ORD-01577,20220908,6,1,5,429,801.57,343873.53,32,32,0,0,525
ORD-01991,20220908,8,4,4,231,78.88,18221.28,8,8,0,0,876
ORD-00629,20220909,6,5,4,122,807.83,98555.26,14,14,0,0,499
ORD-00085,20220909,7,1,4,264,1985.9,524277.6,3,8,5,1,222
ORD-00865,20220910,3,4,2,395,695.48,274714.6,18,27,9,1,175
ORD-00516,20220910,3,1,5,329,1079.28,355083.12,31,31,0,0,171
ORD-00602,20220910,9,2,2,133,537.66,71508.78,20,20,0,0,206
ORD-00361,20220910,3,1,4,378,626.85,236949.3,11,11,0,0,708
ORD-00031,20220910,4,5,4,373,148.39,55349.47,16,16,0,0,156
ORD-00713,20220910,7,5,5,55,1964.72,108059.6,40,42,2,1,823
ORD-01101,20220911,10,4,4,413,1926.49,795640.37,19,19,0,0,929
ORD-00271,20220911,1,1,4,137,1456.26,199507.62,3,3,0,0,524
ORD-00293,20220911,7,1,3,102,864.92,88221.84,20,20,0,0,81
ORD-00479,20220911,4,3,4,403,952.24,383752.72,5,5,0,0,558
ORD-01073,20220911,2,2,3,94,1109.9,104330.6,21,21,0,0,828
ORD-01274,20220913,6,2,3,191,260.19,49696.29,24,35,11,1,796
ORD-00716,20220913,1,5,3,150,101.01,15151.5,37,37,0,0,86
ORD-00363,20220913,7,5,5,132,1689.18,222971.76,11,11,0,0,553
ORD-01722,20220914,1,2,1,40,1235.03,49401.2,37,37,0,0,78
ORD-01948,20220914,8,4,1,374,348.43,130312.82,25,25,0,0,910
ORD-00862,20220914,8,5,2,385,1583.64,609701.4,34,34,0,0,922
ORD-00493,20220915,3,1,4,169,1621.42,274019.98,13,13,0,0,192
ORD-01632,20220915,2,1,3,195,1879.81,366562.95,15,15,0,0,242
ORD-00685,20220916,5,2,4,477,917.96,437866.92,9,9,0,0,20
ORD-00987,20220916,1,5,5,227,1823.0,413821.0,16,27,11,1,994
ORD-00181,20220916,10,5,1,228,471.45,107490.6,23,31,8,1,510
ORD-01534,20220916,1,3,5,384,899.9,345561.6,38,38,0,0,851
ORD-01087,20220918,6,2,1,136,381.48,51881.28,44,58,14,1,301
ORD-01273,20220918,2,4,5,425,1339.65,569351.25,10,10,0,0,897
ORD-00991,20220918,4,3,4,454,689.74,313141.96,11,17,6,1,621
ORD-01932,20220918,5,4,4,365,376.24,137327.6,22,35,13,1,963
ORD-01571,20220918,1,1,1,436,1273.27,555145.72,18,18,0,0,952
ORD-01598,20220919,6,4,5,290,1984.87,575612.3,43,43,0,0,423
ORD-00264,20220920,2,3,1,234,1550.8,362887.2,19,19,0,0,359
ORD-01216,20220921,10,3,5,423,247.12,104531.76,40,40,0,0,214
ORD-01239,20220921,7,4,5,486,1871.79,909689.94,29,29,0,0,253
ORD-00417,20220921,3,4,1,253,1466.67,371067.51,18,18,0,0,798
ORD-01825,20220921,10,2,4,82,1680.35,137788.7,3,3,0,0,908
ORD-00567,20220922,6,1,1,92,1267.53,116612.76,22,22,0,0,270
ORD-01486,20220923,7,2,4,290,987.31,286319.9,31,43,12,1,33
ORD-01558,20220924,5,3,1,218,1067.77,232773.86,18,32,14,1,685
ORD-00774,20220925,10,1,5,370,936.12,346364.4,43,43,0,0,441
ORD-01415,20220925,10,5,1,410,1923.99,788835.9,20,24,4,1,892
ORD-01901,20220925,8,5,5,123,411.44,50607.12,28,28,0,0,256
ORD-00505,20220925,10,3,1,154,1151.81,177378.74,26,26,0,0,620
ORD-01328,20220925,3,2,4,456,1335.69,609074.64,37,37,0,0,550
ORD-00203,20220925,2,2,1,414,1370.1,567221.4,23,23,0,0,82
ORD-00427,20220926,2,4,1,142,1069.32,151843.44,8,8,0,0,264
ORD-01021,20220927,1,2,5,134,1640.2,219786.8,29,29,0,0,319
ORD-00080,20220927,6,1,1,113,1173.51,132606.63,6,9,3,1,981
ORD-01944,20220927,8,3,3,119,987.91,117561.29,11,11,0,0,930
ORD-01677,20220927,10,4,4,216,1205.26,260336.16,37,37,0,0,399
ORD-00003,20220928,6,1,2,270,1862.34,502831.8,31,31,0,0,782
ORD-01728,20220928,10,4,1,262,1390.38,364279.56,11,11,0,0,561
ORD-01702,20220928,6,3,1,328,381.75,125214.0,5,10,5,1,183
ORD-00081,20220928,9,2,1,83,1129.67,93762.61,39,46,7,1,438
ORD-00453,20220929,9,5,1,63,1142.78,71995.14,6,6,0,0,618
ORD-01482,20220929,2,1,4,159,1622.49,257975.91,5,5,0,0,531
ORD-00553,20220930,2,4,5,464,1357.55,629903.2,24,30,6,1,480
ORD-01754,20220930,6,3,2,177,1711.69,302969.13,44,50,6,1,818
ORD-00897,20220930,7,2,3,35,645.59,22595.65,20,20,0,0,540
ORD-01443,20220930,1,4,5,316,73.2,23131.2,4,4,0,0,694
ORD-01769,20221001,6,2,3,336,620.45,208471.2,32,32,0,0,336
ORD-00050,20221001,3,5,4,332,1613.16,535569.12,44,55,11,1,624
ORD-01473,20221001,7,1,1,232,1467.01,340346.32,38,38,0,0,426
ORD-00888,20221001,6,2,4,453,1397.36,633004.08,30,30,0,0,796
ORD-01393,20221002,10,1,2,220,1115.92,245502.4,14,17,3,1,994
ORD-01987,20221003,1,3,4,289,1269.03,366749.67,9,9,0,0,319
ORD-01950,20221003,6,3,4,351,855.75,300368.25,15,15,0,0,848
ORD-00026,20221004,7,1,2,251,1336.75,335524.25,28,36,8,1,83
ORD-00934,20221004,5,5,1,262,713.86,187031.32,8,8,0,0,232
ORD-00308,20221004,3,1,1,32,504.44,16142.08,26,32,6,1,444
ORD-00535,20221004,5,3,5,320,622.58,199225.6,12,12,0,0,320
ORD-00330,20221004,7,5,4,108,1481.83,160037.64,5,5,0,0,365
ORD-01298,20221005,3,1,1,340,1699.13,577704.2,27,27,0,0,318
ORD-01662,20221005,2,2,4,102,104.31,10639.62,11,11,0,0,536
ORD-00551,20221006,1,1,3,336,1611.29,541393.44,15,21,6,1,381
ORD-00235,20221007,10,1,5,48,536.77,25764.96,20,20,0,0,946
ORD-00351,20221007,5,5,3,213,393.28,83768.64,30,30,0,0,223
ORD-01280,20221007,4,4,1,459,1938.85,889932.15,23,37,14,1,250
ORD-00824,20221008,3,5,1,268,695.86,186490.48,30,30,0,0,46
ORD-01295,20221008,10,3,4,391,703.89,275220.99,38,38,0,0,245
ORD-00926,20221009,10,2,5,425,1965.66,835405.5,13,13,0,0,404
ORD-01975,20221009,1,4,2,448,930.24,416747.52,3,3,0,0,752
ORD-00730,20221009,6,3,5,378,1619.22,612065.16,9,9,0,0,104
ORD-01097,20221010,9,1,3,280,1475.88,413246.4,16,16,0,0,667
ORD-00178,20221010,7,1,1,145,157.46,22831.7,5,5,0,0,16
ORD-00327,20221010,10,3,2,308,1868.45,575482.6,16,16,0,0,556
ORD-00332,20221011,8,2,4,496,1454.2,721283.2,33,33,0,0,458
ORD-01955,20221011,4,4,3,243,838.51,203757.93,15,15,0,0,297
ORD-00511,20221012,8,1,4,49,207.85,10184.65,25,25,0,0,219
ORD-01680,20221012,1,4,3,389,261.16,101591.24,29,29,0,0,135
ORD-00465,20221012,10,3,2,127,157.93,20057.11,30,41,11,1,177
ORD-01696,20221012,5,3,5,37,469.49,17371.13,40,44,4,1,848
ORD-01197,20221012,3,3,4,339,1970.67,668057.13,21,21,0,0,316
ORD-01171,20221012,9,4,2,469,972.69,456191.61,31,31,0,0,804
ORD-01261,20221012,9,1,1,226,1773.95,400912.7,31,31,0,0,377
ORD-01201,20221013,1,4,4,156,1798.12,280506.72,4,18,14,1,765
ORD-01939,20221014,6,4,4,336,1969.27,661674.72,42,46,4,1,50
ORD-01324,20221014,3,5,3,137,597.38,81841.06,3,11,8,1,796
ORD-00372,20221015,8,4,3,385,229.92,88519.2,20,27,7,1,275
ORD-01859,20221015,9,4,1,165,1011.5,166897.5,25,25,0,0,595
ORD-01244,20221015,3,3,3,113,1741.58,196798.54,44,44,0,0,9
ORD-01421,20221015,5,2,4,260,481.1,125086.0,21,21,0,0,319
ORD-01072,20221016,5,2,3,57,715.13,40762.41,37,37,0,0,30
ORD-00112,20221016,6,5,2,267,1326.8,354255.6,39,49,10,1,781
ORD-00931,20221016,4,5,2,380,624.69,237382.2,21,29,8,1,677
ORD-01360,20221016,3,4,2,164,770.8,126411.2,25,25,0,0,79
ORD-01063,20221016,5,3,2,451,1727.49,779097.99,29,29,0,0,910
ORD-00478,20221016,1,2,5,324,1429.69,463219.56,39,47,8,1,12
ORD-01597,20221016,7,4,3,414,1048.44,434054.16,40,40,0,0,663
ORD-01022,20221018,5,2,4,403,1014.77,408952.31,24,34,10,1,766
ORD-01341,20221019,6,1,4,410,332.81,136452.1,29,30,1,1,76
ORD-01096,20221019,10,2,4,74,137.92,10206.08,8,8,0,0,144
ORD-01916,20221020,8,2,1,232,590.15,136914.8,43,43,0,0,799
ORD-01499,20221020,7,1,5,185,1866.55,345311.75,23,23,0,0,25
ORD-01973,20221020,2,5,1,396,618.2,244807.2,31,31,0,0,524
ORD-00234,20221021,7,4,1,173,1447.08,250344.84,7,7,0,0,669
ORD-01896,20221022,9,3,1,174,868.75,151162.5,34,34,0,0,816
ORD-01036,20221022,2,4,2,50,298.76,14938.0,19,19,0,0,497
ORD-01636,20221022,8,3,2,355,64.18,22783.9,22,22,0,0,797
ORD-01016,20221023,5,2,5,476,1213.48,577616.48,18,18,0,0,884
ORD-00087,20221023,10,5,2,222,1847.88,410229.36,44,44,0,0,116
ORD-01128,20221023,3,5,5,154,1025.45,157919.3,21,21,0,0,704
ORD-01035,20221023,1,4,2,329,1603.85,527666.65,40,40,0,0,871
ORD-01375,20221023,6,1,5,214,1676.52,358775.28,30,30,0,0,876
ORD-01345,20221023,9,2,3,359,66.9,24017.1,44,44,0,0,166
ORD-01129,20221024,10,4,4,378,363.18,137282.04,32,37,5,1,425
ORD-00262,20221025,5,5,2,340,1013.01,344423.4,23,26,3,1,619
ORD-01911,20221025,4,2,5,178,261.04,46465.12,37,37,0,0,415
ORD-00969,20221027,3,4,5,143,1466.88,209763.84,34,34,0,0,541
ORD-01849,20221028,10,1,5,85,1063.35,90384.75,19,19,0,0,116
ORD-01778,20221028,2,1,5,95,767.77,72938.15,17,21,4,1,350
ORD-00626,20221028,3,3,1,333,80.12,26679.96,8,11,3,1,782
ORD-01587,20221028,4,1,3,468,620.26,290281.68,14,14,0,0,162
ORD-01937,20221028,1,4,5,282,492.43,138865.26,30,30,0,0,748
ORD-00515,20221029,9,5,1,190,1966.03,373545.7,37,37,0,0,511
ORD-01513,20221029,10,2,2,76,543.75,41325.0,42,52,10,1,338
ORD-00354,20221029,5,5,5,391,1833.16,716765.56,36,36,0,0,91
ORD-01107,20221029,6,5,1,119,1789.7,212974.3,29,29,0,0,783
ORD-00868,20221030,8,4,3,70,1662.27,116358.9,25,25,0,0,935
ORD-00780,20221030,4,3,1,465,165.99,77185.35,14,14,0,0,843
ORD-01938,20221030,2,2,5,253,656.12,165998.36,29,30,1,1,170
ORD-01716,20221030,4,4,2,437,1617.09,706668.33,35,35,0,0,378
ORD-00270,20221031,1,4,4,16,682.99,10927.84,38,52,14,1,330
ORD-01961,20221101,9,1,5,217,1131.99,245641.83,10,10,0,0,238
ORD-01814,20221101,4,1,1,127,1487.14,188866.78,18,18,0,0,811
ORD-01198,20221101,4,3,4,55,653.97,35968.35,24,24,0,0,227
ORD-00678,20221101,5,4,5,214,1275.66,272991.24,8,8,0,0,148
ORD-00411,20221101,2,5,5,153,1466.07,224308.71,17,17,0,0,249
ORD-00789,20221102,4,1,5,115,1090.28,125382.2,14,27,13,1,629
ORD-01676,20221102,9,2,4,381,61.56,23454.36,20,20,0,0,411
ORD-01994,20221102,2,3,4,456,321.36,146540.16,34,34,0,0,355
ORD-00773,20221102,4,2,1,31,1198.85,37164.35,18,18,0,0,462
ORD-01860,20221103,5,5,4,247,567.94,140281.18,9,9,0,0,969
ORD-00794,20221104,8,4,1,451,249.42,112488.42,16,25,9,1,333
ORD-01737,20221105,10,4,2,472,1679.66,792799.52,16,16,0,0,827
ORD-01143,20221105,2,1,1,466,1505.2,701423.2,35,35,0,0,622
ORD-00020,20221105,4,4,1,432,1796.51,776092.32,19,19,0,0,408
ORD-01857,20221105,1,1,1,35,1609.37,56327.95,11,11,0,0,475
ORD-01525,20221106,8,1,3,80,1424.35,113948.0,42,42,0,0,781
ORD-01352,20221106,4,4,5,300,1517.98,455394.0,22,33,11,1,249
ORD-01793,20221106,9,4,1,329,878.42,289000.18,38,38,0,0,409
ORD-01467,20221107,5,2,1,449,111.66,50135.34,35,35,0,0,817
ORD-01866,20221108,3,5,4,282,1146.9,323425.8,22,30,8,1,794
ORD-00882,20221108,4,4,3,289,1144.24,330685.36,23,23,0,0,765
ORD-01359,20221108,10,2,5,13,351.89,4574.57,8,8,0,0,521
ORD-01229,20221109,3,1,4,99,353.51,34997.49,27,27,0,0,529
ORD-01953,20221109,3,3,2,230,1756.66,404031.8,19,19,0,0,847
ORD-01147,20221109,8,3,2,214,747.74,160016.36,15,15,0,0,246
ORD-00029,20221110,1,2,1,499,1985.57,990799.43,9,12,3,1,457
ORD-00408,20221110,2,3,4,327,1456.51,476278.77,38,38,0,0,831
ORD-01838,20221110,9,2,1,318,1614.8,513506.4,41,41,0,0,781
ORD-00929,20221111,1,5,5,425,159.98,67991.5,39,40,1,1,45
ORD-00053,20221112,7,2,5,416,778.4,323814.4,20,26,6,1,948
ORD-01582,20221112,4,4,4,365,1328.06,484741.9,43,56,13,1,89
ORD-00701,20221112,3,2,1,353,384.23,135633.19,10,24,14,1,258
ORD-01815,20221113,4,2,3,491,397.14,194995.74,7,7,0,0,674
ORD-01194,20221114,2,3,4,62,557.12,34541.44,41,41,0,0,564
ORD-01479,20221114,2,1,5,322,1331.77,428829.94,8,8,0,0,720
ORD-00187,20221114,6,4,4,245,1728.58,423502.1,41,41,0,0,77
ORD-01007,20221114,2,5,4,98,402.29,39424.42,32,32,0,0,206
ORD-01589,20221114,6,3,3,199,1577.51,313924.49,41,41,0,0,494
ORD-01401,20221114,2,3,2,275,1547.54,425573.5,35,41,6,1,796
ORD-01918,20221114,9,2,4,220,729.59,160509.8,27,29,2,1,756
ORD-01827,20221114,10,3,2,477,1070.35,510556.95,18,18,0,0,643
ORD-01829,20221114,2,4,4,431,1870.21,806060.51,24,24,0,0,823
ORD-00999,20221115,8,5,2,91,811.97,73889.27,19,24,5,1,359
ORD-01512,20221115,7,5,1,347,1621.72,562736.84,26,26,0,0,132
ORD-01770,20221116,3,4,5,251,1383.59,347281.09,38,38,0,0,258
ORD-00983,20221116,1,4,1,174,682.29,118718.46,41,52,11,1,374
ORD-00927,20221116,9,2,3,297,436.16,129539.52,12,12,0,0,986
ORD-01017,20221116,1,3,1,210,1229.36,258165.6,43,43,0,0,810
ORD-00998,20221117,6,3,5,197,129.16,25444.52,6,20,14,1,700
ORD-00392,20221117,3,1,1,105,140.21,14722.05,32,32,0,0,976
ORD-00953,20221118,2,3,4,62,266.29,16509.98,36,50,14,1,880
ORD-01560,20221119,8,2,3,109,1349.9,147139.1,16,16,0,0,990
ORD-01593,20221119,9,4,4,72,66.31,4774.32,12,12,0,0,62
ORD-00369,20221119,8,2,3,154,1925.18,296477.72,34,34,0,0,844
ORD-00364,20221119,9,3,3,263,972.11,255664.93,41,41,0,0,877
ORD-01666,20221120,7,2,4,72,331.0,23832.0,30,44,14,1,441
ORD-01119,20221120,6,5,4,142,925.22,131381.24,22,22,0,0,282
ORD-01497,20221120,2,2,1,281,1533.29,430854.49,17,17,0,0,215
ORD-01090,20221120,8,5,5,115,1172.78,134869.7,17,17,0,0,896
ORD-00489,20221121,10,3,5,186,1180.68,219606.48,39,39,0,0,340
ORD-00971,20221122,5,3,5,57,1618.39,92248.23,37,37,0,0,238
ORD-01650,20221122,5,2,1,292,683.86,199687.12,26,26,0,0,422
ORD-00244,20221122,6,2,3,127,579.83,73638.41,16,16,0,0,511
ORD-00624,20221123,10,1,5,203,1241.18,251959.54,42,51,9,1,654
ORD-01189,20221123,7,4,2,81,1355.05,109759.05,37,39,2,1,393
ORD-01576,20221124,10,4,1,161,862.55,138870.55,10,22,12,1,373
ORD-01231,20221124,5,4,2,377,1005.51,379077.27,15,15,0,0,709
ORD-01554,20221125,2,4,2,420,1126.71,473218.2,6,6,0,0,438
ORD-01001,20221125,10,3,4,211,1615.86,340946.46,36,44,8,1,153
ORD-00807,20221126,7,1,1,150,407.24,61086.0,16,16,0,0,366
ORD-01253,20221126,7,2,1,168,1857.63,312081.84,25,25,0,0,400
ORD-00689,20221126,4,2,4,237,1783.24,422627.88,16,16,0,0,901
ORD-01397,20221126,9,1,4,451,1858.05,837980.55,42,42,0,0,905
ORD-01529,20221126,2,4,4,358,1554.6,556546.8,15,15,0,0,526
ORD-00012,20221127,3,1,3,291,1643.15,478156.65,40,40,0,0,94
ORD-00168,20221127,5,2,2,287,426.32,122353.84,29,29,0,0,78
ORD-01565,20221128,6,2,3,402,623.87,250795.74,16,16,0,0,38
ORD-01875,20221128,6,2,4,488,1791.35,874178.8,9,10,1,1,979
ORD-01009,20221130,2,1,4,411,688.93,283150.23,28,28,0,0,853
ORD-01970,20221130,9,5,2,165,1287.34,212411.1,44,57,13,1,363
ORD-01913,20221130,9,3,2,295,700.35,206603.25,42,42,0,0,195
ORD-01428,20221201,6,5,3,52,339.38,17647.76,32,45,13,1,654
ORD-00791,20221201,1,3,5,325,941.03,305834.75,17,17,0,0,892
ORD-00798,20221201,4,4,1,277,969.64,268590.28,39,39,0,0,483
ORD-01894,20221201,3,4,2,205,382.02,78314.1,41,41,0,0,955
ORD-01659,20221201,9,1,4,456,338.11,154178.16,35,35,0,0,39
ORD-00492,20221202,3,5,4,480,310.26,148924.8,4,12,8,1,835
ORD-01601,20221202,9,3,1,210,1074.88,225724.8,39,39,0,0,364
ORD-00860,20221203,1,4,3,74,1385.31,102512.94,16,16,0,0,662
ORD-01771,20221204,8,4,3,99,1599.86,158386.14,4,4,0,0,865
ORD-00090,20221204,1,1,4,426,328.18,139804.68,10,10,0,0,787
ORD-00300,20221204,9,1,1,241,255.27,61520.07,37,37,0,0,546
ORD-00257,20221204,9,2,4,317,544.55,172622.35,18,18,0,0,259
ORD-00616,20221205,3,4,4,80,406.72,32537.6,13,13,0,0,103
ORD-01404,20221205,5,1,2,214,268.59,57478.26,16,16,0,0,156
ORD-00058,20221206,6,5,1,371,986.04,365820.84,7,8,1,1,137
ORD-01488,20221206,4,5,2,82,285.52,23412.64,28,28,0,0,690
ORD-00167,20221206,10,1,2,311,632.78,196794.58,38,42,4,1,35
ORD-00475,20221207,10,3,2,373,1860.25,693873.25,23,23,0,0,351
ORD-00620,20221208,5,1,5,372,1219.42,453624.24,7,7,0,0,715
ORD-00557,20221208,8,1,3,338,532.85,180103.3,32,42,10,1,33
ORD-01183,20221208,6,5,5,41,569.18,23336.38,26,26,0,0,81
ORD-01322,20221208,3,1,3,179,390.68,69931.72,18,18,0,0,476
ORD-00410,20221208,1,4,4,219,1707.38,373916.22,3,3,0,0,572
ORD-00021,20221210,2,3,2,199,296.0,58904.0,21,21,0,0,469
ORD-00101,20221210,6,2,1,441,1309.23,577370.43,19,19,0,0,153
ORD-01514,20221210,10,1,1,19,535.41,10172.79,26,28,2,1,195
ORD-01505,20221210,8,3,4,140,754.47,105625.8,11,11,0,0,494
ORD-01762,20221210,3,3,5,170,943.65,160420.5,39,39,0,0,184
ORD-01610,20221211,8,3,1,23,935.74,21522.02,35,35,0,0,586
ORD-00056,20221212,6,5,3,375,550.53,206448.75,18,18,0,0,239
ORD-01134,20221212,10,2,4,293,1667.85,488680.05,41,41,0,0,690
ORD-00844,20221212,1,4,3,91,312.26,28415.66,16,16,0,0,709
ORD-00249,20221212,5,4,4,300,1907.71,572313.0,34,34,0,0,914
ORD-00437,20221212,5,3,5,201,380.32,76444.32,26,34,8,1,676
ORD-01106,20221212,4,1,2,389,728.65,283444.85,11,18,7,1,154
ORD-00266,20221212,1,5,3,102,708.55,72272.1,33,38,5,1,356
ORD-01159,20221213,3,2,1,139,53.09,7379.51,6,6,0,0,461
ORD-00764,20221214,9,5,5,164,1068.15,175176.6,41,52,11,1,167
ORD-00651,20221214,7,3,3,349,682.88,238325.12,43,43,0,0,386
ORD-00696,20221214,9,5,1,129,1939.19,250155.51,30,42,12,1,576
ORD-00171,20221214,8,1,3,17,915.52,15563.84,3,3,0,0,277
ORD-00246,20221215,10,3,1,262,1226.99,321471.38,22,22,0,0,786
ORD-01745,20221215,9,5,3,402,238.35,95816.7,22,22,0,0,941
ORD-01227,20221215,7,4,4,343,1069.02,366673.86,38,43,5,1,119
ORD-01019,20221215,8,4,1,44,1640.55,72184.2,25,25,0,0,662
ORD-00352,20221215,8,3,1,377,1583.73,597066.21,4,4,0,0,152
ORD-01590,20221215,9,5,3,411,736.99,302902.89,27,27,0,0,382
ORD-01458,20221215,10,4,5,327,1364.41,446162.07,6,6,0,0,420
ORD-00942,20221216,6,1,4,464,1405.63,652212.32,4,4,0,0,404
ORD-00940,20221216,8,3,1,385,88.47,34060.95,30,30,0,0,382
ORD-00424,20221216,4,1,4,101,1973.34,199307.34,37,37,0,0,626
ORD-00856,20221216,3,1,3,103,1926.49,198428.47,43,43,0,0,337
ORD-01865,20221218,2,2,1,422,1266.58,534496.76,19,19,0,0,692
ORD-01604,20221219,10,2,5,199,1844.53,367061.47,11,11,0,0,270
ORD-01874,20221219,8,5,5,418,1923.76,804131.68,42,50,8,1,486
ORD-00399,20221220,6,1,3,131,1386.61,181645.91,33,33,0,0,307
ORD-01613,20221222,9,5,1,290,1578.64,457805.6,21,26,5,1,240
ORD-01118,20221222,9,2,3,10,1732.79,17327.9,25,36,11,1,640
ORD-01854,20221222,1,4,3,131,417.32,54668.92,11,11,0,0,793
ORD-01631,20221222,4,2,4,355,1869.79,663775.45,44,45,1,1,196
ORD-01312,20221222,1,2,5,283,1932.55,546911.65,36,36,0,0,829
ORD-01556,20221223,7,5,4,329,599.9,197367.1,6,13,7,1,46
ORD-00480,20221223,3,4,3,364,1622.67,590651.88,34,34,0,0,150
ORD-00690,20221224,6,1,2,346,144.23,49903.58,41,41,0,0,72
ORD-00182,20221225,7,5,2,357,407.64,145527.48,39,39,0,0,209
ORD-01819,20221225,8,1,1,156,761.05,118723.8,29,29,0,0,329
ORD-01487,20221225,8,4,4,55,923.59,50797.45,6,6,0,0,735
ORD-01296,20221225,9,1,4,147,1640.92,241215.24,21,21,0,0,447
ORD-00822,20221226,4,1,3,239,1445.1,345378.9,25,25,0,0,987
ORD-01644,20221226,4,1,1,192,631.48,121244.16,42,45,3,1,701
ORD-01187,20221226,10,2,5,10,700.94,7009.4,18,18,0,0,954
ORD-00648,20221227,5,2,2,458,828.26,379343.08,44,52,8,1,668
ORD-01947,20221227,8,4,2,389,1098.66,427378.74,36,36,0,0,154
ORD-01179,20221227,8,3,2,251,1749.44,439109.44,20,20,0,0,674
ORD-01626,20221229,3,3,4,153,349.96,53543.88,7,13,6,1,282
ORD-01338,20221229,5,4,4,351,1605.21,563428.71,7,7,0,0,269
ORD-01608,20221229,5,4,3,361,1235.52,446022.72,5,5,0,0,703
ORD-00886,20221229,3,1,2,212,655.63,138993.56,37,37,0,0,402
ORD-01108,20221229,4,4,2,441,967.42,426632.22,35,35,0,0,505
ORD-01453,20221230,8,3,4,288,1579.6,454924.8,40,40,0,0,998
ORD-01881,20221230,2,2,2,207,1093.48,226350.36,42,42,0,0,20
ORD-01279,20221230,5,1,3,121,1262.73,152790.33,22,22,0,0,451
ORD-01367,20221231,1,5,1,57,1530.1,87215.7,13,13,0,0,252
ORD-00324,20221231,10,3,1,398,631.18,251209.64,40,48,8,1,105
ORD-00878,20221231,7,4,1,138,1685.83,232644.54,19,19,0,0,773
ORD-00619,20221231,5,1,4,335,630.62,211257.7,12,22,10,1,872
ORD-01648,20221231,1,2,3,427,1887.36,805902.72,25,34,9,1,85
ORD-01528,20230101,9,1,2,385,593.21,228385.85,22,22,0,0,392
ORD-01772,20230101,10,4,4,81,270.07,21875.67,38,38,0,0,39
ORD-00060,20230102,7,1,3,67,345.34,23137.78,40,40,0,0,678
ORD-01966,20230102,10,4,3,19,670.4,12737.6,41,41,0,0,175
ORD-00573,20230102,10,3,1,362,1444.77,523006.74,34,34,0,0,52
ORD-00919,20230104,8,5,5,196,1974.06,386915.76,32,32,0,0,987
ORD-00656,20230104,10,4,1,498,653.64,325512.72,4,16,12,1,943
ORD-00548,20230104,7,5,2,218,1377.79,300358.22,21,21,0,0,495
ORD-00428,20230105,3,3,3,288,618.6,178156.8,5,5,0,0,782
ORD-01823,20230105,10,5,5,399,258.43,103113.57,3,3,0,0,861
ORD-01897,20230106,7,5,1,316,1040.92,328930.72,30,30,0,0,832
ORD-01207,20230106,5,3,3,285,435.76,124191.6,11,11,0,0,820
ORD-01342,20230106,4,4,2,151,1486.77,224502.27,30,44,14,1,734
ORD-01140,20230106,3,4,1,329,1914.68,629929.72,30,30,0,0,474
ORD-01438,20230107,9,1,4,68,653.39,44430.52,16,27,11,1,249
ORD-00693,20230108,10,2,1,153,458.59,70164.27,39,39,0,0,697
ORD-00347,20230108,7,4,2,100,779.9,77990.0,28,39,11,1,542
ORD-00015,20230108,1,4,1,235,1502.49,353085.15,17,17,0,0,412
ORD-00683,20230108,3,2,1,448,1955.97,876274.56,36,36,0,0,59
ORD-00724,20230109,1,4,3,343,119.99,41156.57,16,16,0,0,77
ORD-01409,20230109,1,2,2,390,1908.98,744502.2,28,39,11,1,111
ORD-00193,20230109,8,1,3,317,1519.54,481694.18,44,44,0,0,207
ORD-00820,20230109,10,2,1,197,519.71,102382.87,4,5,1,1,903
ORD-00319,20230110,10,3,5,238,1479.65,352156.7,39,46,7,1,257
ORD-01915,20230110,7,4,2,384,1018.27,391015.68,29,40,11,1,812
ORD-01010,20230111,8,4,2,262,459.84,120478.08,29,40,11,1,882
ORD-00532,20230111,8,1,3,147,612.18,89990.46,8,11,3,1,888
ORD-01495,20230111,6,5,3,354,110.01,38943.54,43,43,0,0,467
ORD-00177,20230112,2,5,2,47,1481.74,69641.78,18,18,0,0,951
ORD-00930,20230112,9,3,1,35,1743.18,61011.3,43,43,0,0,453
ORD-01485,20230112,1,5,3,337,599.27,201953.99,4,8,4,1,940
ORD-01748,20230113,4,2,2,390,779.16,303872.4,9,9,0,0,793
ORD-01124,20230113,4,1,2,232,1099.37,255053.84,5,5,0,0,308
ORD-01318,20230113,3,3,2,319,663.43,211634.17,19,19,0,0,600
ORD-01026,20230114,8,3,1,402,368.91,148301.82,35,35,0,0,936
ORD-00113,20230114,10,5,3,210,810.67,170240.7,7,7,0,0,126
ORD-00500,20230115,1,3,4,199,300.82,59863.18,15,15,0,0,683
ORD-01221,20230115,8,3,1,51,93.97,4792.47,19,19,0,0,147
ORD-01509,20230115,7,4,2,301,864.4,260184.4,36,48,12,1,433
ORD-00094,20230115,9,2,3,295,878.42,259133.9,24,24,0,0,529
ORD-01259,20230116,9,3,3,56,1938.01,108528.56,15,15,0,0,362
ORD-01920,20230116,8,5,2,189,568.5,107446.5,16,16,0,0,864
ORD-01684,20230116,5,1,4,97,451.79,43823.63,23,23,0,0,842
ORD-01712,20230117,10,5,2,113,1294.77,146309.01,38,38,0,0,419
ORD-01882,20230117,2,5,5,291,1394.74,405869.34,24,24,0,0,274
